Training mode
Episode 1 | Step 1636 | Step Reward: -0.0
Episode 1 | Step 1637 | Step Reward: -0.0
Episode 1 | Step 1638 | Step Reward: -0.0
Episode 1 | Step 1639 | Step Reward: -0.0
Episode 1 | Step 1640 | Step Reward: -0.0
Episode 1 | Step 1641 | Step Reward: -0.0
Episode 1 | Step 1642 | Step Reward: -0.0
Episode 1 | Step 1643 | Step Reward: -0.0
Episode 1 | Step 1644 | Step Reward: -0.0
Episode 1 | Step 1645 | Step Reward: -0.0
Episode 1 | Step 1646 | Step Reward: -0.0
Episode 1 | Step 1647 | Step Reward: -0.0
Episode 1 | Step 1648 | Step Reward: -0.0
Episode 1 | Step 1649 | Step Reward: -0.0
Episode 1 | Step 1650 | Step Reward: -0.0
Episode 1 | Step 1651 | Step Reward: -0.0
Episode 1 | Step 1652 | Step Reward: -0.0
Episode 1 | Step 1653 | Step Reward: -0.0
Episode 1 | Step 1654 | Step Reward: -0.0
Episode 1 | Step 1655 | Step Reward: -0.0
Episode 1 | Step 1656 | Step Reward: -0.0
Episode 1 | Step 1657 | Step Reward: -0.0
Episode 1 | Step 1658 | Step Reward: -0.0
Episode 1 | Step 1659 | Step Reward: -0.0
Episode 1 | Step 1660 | Step Reward: -0.0
Episode 1 | Step 1661 | Step Reward: -0.0
Episode 1 | Step 1662 | Step Reward: -0.0
Episode 1 | Step 1663 | Step Reward: -0.0
Episode 1 | Step 1664 | Step Reward: -0.0
Episode 1 | Step 1665 | Step Reward: -0.0
Episode 1 | Step 1666 | Step Reward: -0.0
Episode 1 | Step 1667 | Step Reward: -0.0
Episode 1 | Step 1668 | Step Reward: -0.0
Episode 1 | Step 1669 | Step Reward: -0.0
Episode 1 | Step 1670 | Step Reward: -0.0
Episode 1 | Step 1671 | Step Reward: -0.0
Episode 1 | Step 1672 | Step Reward: -0.0
Episode 1 | Step 1673 | Step Reward: -0.0
Episode 1 | Step 1674 | Step Reward: -0.0
Episode 1 | Step 1675 | Step Reward: -0.0
Episode 1 | Step 1676 | Step Reward: -0.0
Episode 1 | Step 1677 | Step Reward: -0.0
Episode 1 | Step 1678 | Step Reward: -0.0
Episode 1 | Step 1679 | Step Reward: -0.0
Episode 1 | Step 1680 | Step Reward: -0.0
Episode 1 | Step 1681 | Step Reward: -0.0
Episode 1 | Step 1682 | Step Reward: -0.0
Episode 1 | Step 1683 | Step Reward: -0.0
Episode 1 | Step 1684 | Step Reward: -0.0
Episode 1 | Step 1685 | Step Reward: -0.0
Episode 1 | Step 1686 | Step Reward: -0.0
Episode 1 | Step 1687 | Step Reward: -0.0
Episode 1 | Step 1688 | Step Reward: -0.0
Episode 1 | Step 1689 | Step Reward: -0.0
Episode 1 | Step 1690 | Step Reward: -0.0
Episode 1 | Step 1691 | Step Reward: -0.0
Episode 1 | Step 1692 | Step Reward: -0.0
Episode 1 | Step 1693 | Step Reward: -0.0
Episode 1 | Step 1694 | Step Reward: -0.0
Episode 1 | Step 1695 | Step Reward: -0.0
Episode 1 | Step 1696 | Step Reward: -0.0
Episode 1 | Step 1697 | Step Reward: -0.0
Episode 1 | Step 1698 | Step Reward: -0.0
Episode 1 | Step 1699 | Step Reward: -0.0
Episode 1 | Step 1700 | Step Reward: -0.0
Episode 1 | Step 1701 | Step Reward: -0.0
Episode 1 | Step 1702 | Step Reward: -0.0
Episode 1 | Step 1703 | Step Reward: -0.0
Episode 1 | Step 1704 | Step Reward: -0.0
Episode 1 | Step 1705 | Step Reward: -0.0
Episode 1 | Step 1706 | Step Reward: -0.0
Episode 1 | Step 1707 | Step Reward: -0.0
Episode 1 | Step 1708 | Step Reward: -0.0
Episode 1 | Step 1709 | Step Reward: -0.0
Episode 1 | Step 1710 | Step Reward: -0.0
Episode 1 | Step 1711 | Step Reward: -0.0
Episode 1 | Step 1712 | Step Reward: -0.0
Episode 1 | Step 1713 | Step Reward: -0.0
Episode 1 | Step 1714 | Step Reward: -0.0
Episode 1 | Step 1715 | Step Reward: -0.0
Episode 1 | Step 1716 | Step Reward: -0.0
Episode 1 | Step 1717 | Step Reward: -0.0
Episode 1 | Step 1718 | Step Reward: -0.0
Episode 1 | Step 1719 | Step Reward: -0.0
Episode 1 | Step 1720 | Step Reward: -0.0
Episode 1 | Step 1721 | Step Reward: -0.0
Episode 1 | Step 1722 | Step Reward: -0.0
Episode 1 | Step 1723 | Step Reward: -0.0
Episode 1 | Step 1724 | Step Reward: -0.0
Episode 1 | Step 1725 | Step Reward: -0.0
Episode 1 | Step 1726 | Step Reward: -0.0
Episode 1 | Step 1727 | Step Reward: -0.0
Episode 1 | Step 1728 | Step Reward: -0.0
Episode 1 | Step 1729 | Step Reward: -0.0
Episode 1 | Step 1730 | Step Reward: -0.0
Episode 1 | Step 1731 | Step Reward: -0.0
Episode 1 | Step 1732 | Step Reward: -0.0
Episode 1 | Step 1733 | Step Reward: -0.0
Episode 1 | Step 1734 | Step Reward: -0.0
Episode 1 | Step 1735 | Step Reward: -0.0
Episode 1 | Step 1736 | Step Reward: -0.0
Episode 1 | Step 1737 | Step Reward: -0.0
Episode 1 | Step 1738 | Step Reward: -0.0
Episode 1 | Step 1739 | Step Reward: -0.0
Episode 1 | Step 1740 | Step Reward: -0.0
Episode 1 | Step 1741 | Step Reward: -0.0
Episode 1 | Step 1742 | Step Reward: -0.0
Episode 1 | Step 1743 | Step Reward: -0.0
Episode 1 | Step 1744 | Step Reward: -0.0
Episode 1 | Step 1745 | Step Reward: -0.0
Episode 1 | Step 1746 | Step Reward: -0.0
Episode 1 | Step 1747 | Step Reward: -0.0
Episode 1 | Step 1748 | Step Reward: -0.0
Episode 1 | Step 1749 | Step Reward: -0.0
Episode 1 | Step 1750 | Step Reward: -0.0
Episode 1 | Step 1751 | Step Reward: -0.0
Episode 1 | Step 1752 | Step Reward: -0.0
Episode 1 | Step 1753 | Step Reward: -0.0
Episode 1 | Step 1754 | Step Reward: -0.0
Episode 1 | Step 1755 | Step Reward: -0.0
Episode 1 | Step 1756 | Step Reward: -0.0
Episode 1 | Step 1757 | Step Reward: -0.0
Episode 1 | Step 1758 | Step Reward: -0.0
Episode 1 | Step 1759 | Step Reward: -0.0
Episode 1 | Step 1760 | Step Reward: -0.0
Episode 1 | Step 1761 | Step Reward: -0.0
Episode 1 | Step 1762 | Step Reward: -0.0
Episode 1 | Step 1763 | Step Reward: -0.0
Episode 1 | Step 1764 | Step Reward: -0.0
Episode 1 | Step 1765 | Step Reward: -0.0
Episode 1 | Step 1766 | Step Reward: -0.0
Episode 1 | Step 1767 | Step Reward: -0.0
Episode 1 | Step 1768 | Step Reward: -0.0
Episode 1 | Step 1769 | Step Reward: -0.0
Episode 1 | Step 1770 | Step Reward: -0.0
Episode 1 | Step 1771 | Step Reward: -0.0
Episode 1 | Step 1772 | Step Reward: -0.0
Episode 1 | Step 1773 | Step Reward: -0.0
Episode 1 | Step 1774 | Step Reward: -0.0
Episode 1 | Step 1775 | Step Reward: -0.0
Episode 1 | Step 1776 | Step Reward: -0.0
Episode 1 | Step 1777 | Step Reward: -0.0
Episode 1 | Step 1778 | Step Reward: -0.0
Episode 1 | Step 1779 | Step Reward: -0.0
Episode 1 | Step 1780 | Step Reward: -0.0
Episode 1 | Step 1781 | Step Reward: -0.0
Episode 1 | Step 1782 | Step Reward: -0.0
Episode 1 | Step 1783 | Step Reward: -0.0
Episode 1 | Step 1784 | Step Reward: -0.0
Episode 1 | Step 1785 | Step Reward: -0.0
Episode 1 | Step 1786 | Step Reward: -0.0
Episode 1 | Step 1787 | Step Reward: -0.0
Episode 1 | Step 1788 | Step Reward: -0.0
Episode 1 | Step 1789 | Step Reward: -0.0
Episode 1 | Step 1790 | Step Reward: -0.0
Episode 1 | Step 1791 | Step Reward: -0.0
Episode 1 | Step 1792 | Step Reward: -0.0
Episode 1 | Step 1793 | Step Reward: -0.0
Episode 1 | Step 1794 | Step Reward: -0.0
Episode 1 | Step 1795 | Step Reward: -0.0
Episode 1 | Step 1796 | Step Reward: -0.0
Episode 1 | Step 1797 | Step Reward: -0.0
Episode 1 | Step 1798 | Step Reward: -0.0
Episode 1 | Step 1799 | Step Reward: -0.0
Episode 1 | Step 1800 | Step Reward: -0.0
Episode 1 | Step 1801 | Step Reward: -0.0
Episode 1 | Step 1802 | Step Reward: -0.0
Episode 1 | Step 1803 | Step Reward: -0.0
Episode 1 | Step 1804 | Step Reward: -0.0
Episode 1 | Step 1805 | Step Reward: -0.0
Episode 1 | Step 1806 | Step Reward: -0.0
Episode 1 | Step 1807 | Step Reward: -0.0
Episode 1 | Step 1808 | Step Reward: -0.0
Episode 1 | Step 1809 | Step Reward: -0.0
Episode 1 | Step 1810 | Step Reward: -0.0
Episode 1 | Step 1811 | Step Reward: -0.0
Episode 1 | Step 1812 | Step Reward: -0.0
Episode 1 | Step 1813 | Step Reward: -0.0
Episode 1 | Step 1814 | Step Reward: -0.0
Episode 1 | Step 1815 | Step Reward: -0.0
Episode 1 | Step 1816 | Step Reward: -0.0
Episode 1 | Step 1817 | Step Reward: -0.0
Episode 1 | Step 1818 | Step Reward: -0.0
Episode 1 | Step 1819 | Step Reward: -0.0
Episode 1 | Step 1820 | Step Reward: -0.0
Episode 1 | Step 1821 | Step Reward: -0.0
Episode 1 | Step 1822 | Step Reward: -0.0
Episode 1 | Step 1823 | Step Reward: -0.0
Episode 1 | Step 1824 | Step Reward: -0.0
Episode 1 | Step 1825 | Step Reward: -0.0
Episode 1 | Step 1826 | Step Reward: -0.0
Episode 1 | Step 1827 | Step Reward: -0.0
Episode 1 | Step 1828 | Step Reward: -0.0
Episode 1 | Step 1829 | Step Reward: -0.0
Episode 1 | Step 1830 | Step Reward: -0.0
Episode 1 | Step 1831 | Step Reward: -0.0
Episode 1 | Step 1832 | Step Reward: -0.0
Episode 1 | Step 1833 | Step Reward: -0.0
Episode 1 | Step 1834 | Step Reward: -0.0
Episode 1 | Step 1835 | Step Reward: -0.0
Episode 1 | Step 1836 | Step Reward: -0.0
Episode 1 | Step 1837 | Step Reward: -0.0
Episode 1 | Step 1838 | Step Reward: -0.0
Episode 1 | Step 1839 | Step Reward: -0.0
Episode 1 | Step 1840 | Step Reward: -0.0
Episode 1 | Step 1841 | Step Reward: -0.0
Episode 1 | Step 1842 | Step Reward: -0.0
Episode 1 | Step 1843 | Step Reward: -0.0
Episode 1 | Step 1844 | Step Reward: -0.0
Episode 1 | Step 1845 | Step Reward: -0.0
Episode 1 | Step 1846 | Step Reward: -0.0
Episode 1 | Step 1847 | Step Reward: -0.0
Episode 1 | Step 1848 | Step Reward: -0.0
Episode 1 | Step 1849 | Step Reward: -0.0
Episode 1 | Step 1850 | Step Reward: -0.0
Episode 1 | Step 1851 | Step Reward: -0.0
Episode 1 | Step 1852 | Step Reward: -0.0
Episode 1 | Step 1853 | Step Reward: -0.0
Episode 1 | Step 1854 | Step Reward: -0.0
Episode 1 | Step 1855 | Step Reward: -0.0
Episode 1 | Step 1856 | Step Reward: -0.0
Episode 1 | Step 1857 | Step Reward: -0.0
Episode 1 | Step 1858 | Step Reward: -0.0
Episode 1 | Step 1859 | Step Reward: -0.0
Episode 1 | Step 1860 | Step Reward: -0.0
Episode 1 | Step 1861 | Step Reward: -0.0
Episode 1 | Step 1862 | Step Reward: -0.0
Episode 1 | Step 1863 | Step Reward: -0.0
Episode 1 | Step 1864 | Step Reward: -0.0
Episode 1 | Step 1865 | Step Reward: -0.0
Episode 1 | Step 1866 | Step Reward: -0.0
Episode 1 | Step 1867 | Step Reward: -0.0
Episode 1 | Step 1868 | Step Reward: -0.0
Episode 1 | Step 1869 | Step Reward: -0.0
Episode 1 | Step 1870 | Step Reward: -0.0
Episode 1 | Step 1871 | Step Reward: -0.0
Episode 1 | Step 1872 | Step Reward: -0.0
Episode 1 | Step 1873 | Step Reward: -0.0
Episode 1 | Step 1874 | Step Reward: -0.0
Episode 1 | Step 1875 | Step Reward: -0.0
Episode 1 | Step 1876 | Step Reward: -0.0
Episode 1 | Step 1877 | Step Reward: -0.0
Episode 1 | Step 1878 | Step Reward: -0.0
Episode 1 | Step 1879 | Step Reward: -0.0
Episode 1 | Step 1880 | Step Reward: -0.0
Episode 1 | Step 1881 | Step Reward: -0.0
Episode 1 | Step 1882 | Step Reward: -0.0
Episode 1 | Step 1883 | Step Reward: -0.0
Episode 1 | Step 1884 | Step Reward: -0.0
Episode 1 | Step 1885 | Step Reward: -0.0
Episode 1 | Step 1886 | Step Reward: -0.0
Episode 1 | Step 1887 | Step Reward: -0.0
Episode 1 | Step 1888 | Step Reward: -0.0
Episode 1 | Step 1889 | Step Reward: -0.0
Episode 1 | Step 1890 | Step Reward: -0.0
Episode 1 | Step 1891 | Step Reward: -0.0
Episode 1 | Step 1892 | Step Reward: -0.0
Episode 1 | Step 1893 | Step Reward: -0.0
Episode 1 | Step 1894 | Step Reward: -0.0
Episode 1 | Step 1895 | Step Reward: -0.0
Episode 1 | Step 1896 | Step Reward: -0.0
Episode 1 | Step 1897 | Step Reward: -0.0
Episode 1 | Step 1898 | Step Reward: -0.0
Episode 1 | Step 1899 | Step Reward: -0.0
Episode 1 | Step 1900 | Step Reward: -0.0
Episode 1 | Step 1901 | Step Reward: -0.0
Episode 1 | Step 1902 | Step Reward: -0.0
Episode 1 | Step 1903 | Step Reward: -0.0
Episode 1 | Step 1904 | Step Reward: -0.0
Episode 1 | Step 1905 | Step Reward: -0.0
Episode 1 | Step 1906 | Step Reward: -0.0
Episode 1 | Step 1907 | Step Reward: -0.0
Episode 1 | Step 1908 | Step Reward: -0.0
Episode 1 | Step 1909 | Step Reward: -0.0
Episode 1 | Step 1910 | Step Reward: -0.0
Episode 1 | Step 1911 | Step Reward: -0.0
Episode 1 | Step 1912 | Step Reward: -0.0
Episode 1 | Step 1913 | Step Reward: -0.0
Episode 1 | Step 1914 | Step Reward: -0.0
Episode 1 | Step 1915 | Step Reward: -0.0
Episode 1 | Step 1916 | Step Reward: -0.0
Episode 1 | Step 1917 | Step Reward: -0.0
Episode 1 | Step 1918 | Step Reward: -0.0
Episode 1 | Step 1919 | Step Reward: -0.0
Episode 1 | Step 1920 | Step Reward: -0.0
Episode 1 | Step 1921 | Step Reward: -0.0
Episode 1 | Step 1922 | Step Reward: -0.0
Episode 1 | Step 1923 | Step Reward: -0.0
Episode 1 | Step 1924 | Step Reward: -0.0
Episode 1 | Step 1925 | Step Reward: -0.0
Episode 1 | Step 1926 | Step Reward: -0.0
Episode 1 | Step 1927 | Step Reward: -0.0
Episode 1 | Step 1928 | Step Reward: -0.0
Episode 1 | Step 1929 | Step Reward: -0.0
Episode 1 | Step 1930 | Step Reward: -0.0
Episode 1 | Step 1931 | Step Reward: -0.0
Episode 1 | Step 1932 | Step Reward: -0.0
Episode 1 | Step 1933 | Step Reward: -0.0
Episode 1 | Step 1934 | Step Reward: -0.0
Episode 1 | Step 1935 | Step Reward: -0.0
Episode 1 | Step 1936 | Step Reward: -0.0
Episode 1 | Step 1937 | Step Reward: -0.0
Episode 1 | Step 1938 | Step Reward: -0.0
Episode 1 | Step 1939 | Step Reward: -0.0
Episode 1 | Step 1940 | Step Reward: -0.0
Episode 1 | Step 1941 | Step Reward: -0.0
Episode 1 | Step 1942 | Step Reward: -0.0
Episode 1 | Step 1943 | Step Reward: -0.0
Episode 1 | Step 1944 | Step Reward: -0.0
Episode 1 | Step 1945 | Step Reward: -0.0
Episode 1 | Step 1946 | Step Reward: -0.0
Episode 1 | Step 1947 | Step Reward: -0.0
Episode 1 | Step 1948 | Step Reward: -0.0
Episode 1 | Step 1949 | Step Reward: -0.0
Episode 1 | Step 1950 | Step Reward: -0.0
Episode 1 | Step 1951 | Step Reward: -0.0
Episode 1 | Step 1952 | Step Reward: -0.0
Episode 1 | Step 1953 | Step Reward: -0.0
Episode 1 | Step 1954 | Step Reward: -0.0
Episode 1 | Step 1955 | Step Reward: -0.0
Episode 1 | Step 1956 | Step Reward: -0.0
Episode 1 | Step 1957 | Step Reward: -0.0
Episode 1 | Step 1958 | Step Reward: -0.0
Episode 1 | Step 1959 | Step Reward: -0.0
Episode 1 | Step 1960 | Step Reward: -0.0
Episode 1 | Step 1961 | Step Reward: -0.0
Episode 1 | Step 1962 | Step Reward: -0.0
Episode 1 | Step 1963 | Step Reward: -0.0
Episode 1 | Step 1964 | Step Reward: -0.0
Episode 1 | Step 1965 | Step Reward: -0.0
Episode 1 | Step 1966 | Step Reward: -0.0
Episode 1 | Step 1967 | Step Reward: -0.0
Episode 1 | Step 1968 | Step Reward: -0.0
Episode 1 | Step 1969 | Step Reward: -0.0
Episode 1 | Step 1970 | Step Reward: -0.0
Episode 1 | Step 1971 | Step Reward: -0.0
Episode 1 | Step 1972 | Step Reward: -0.0
Episode 1 | Step 1973 | Step Reward: -0.0
Episode 1 | Step 1974 | Step Reward: -0.0
Episode 1 | Step 1975 | Step Reward: -0.0
Episode 1 | Step 1976 | Step Reward: -0.0
Episode 1 | Step 1977 | Step Reward: -0.0
Episode 1 | Step 1978 | Step Reward: -0.0
Episode 1 | Step 1979 | Step Reward: -0.0
Episode 1 | Step 1980 | Step Reward: -0.0
Episode 1 | Step 1981 | Step Reward: -0.0
Episode 1 | Step 1982 | Step Reward: -0.0
Episode 1 | Step 1983 | Step Reward: -0.0
Episode 1 | Step 1984 | Step Reward: -0.0
Episode 1 | Step 1985 | Step Reward: -0.0
Episode 1 | Step 1986 | Step Reward: -0.0
Episode 1 | Step 1987 | Step Reward: -0.0
Episode 1 | Step 1988 | Step Reward: -0.0
Episode 1 | Step 1989 | Step Reward: -0.0
Episode 1 | Step 1990 | Step Reward: -0.0
Episode 1 | Step 1991 | Step Reward: -0.0
Episode 1 | Step 1992 | Step Reward: -0.0
Episode 1 | Step 1993 | Step Reward: -0.0
Episode 1 | Step 1994 | Step Reward: -0.0
Episode 1 | Step 1995 | Step Reward: -0.0
Episode 1 | Step 1996 | Step Reward: -0.0
Episode 1 | Step 1997 | Step Reward: -0.0
Episode 1 | Step 1998 | Step Reward: -0.0
Episode 1 | Step 1999 | Step Reward: -0.0
Episode 1 | Step 2000 | Step Reward: -0.0
Episode 1 | Step 2001 | Step Reward: -0.0
Episode 1 | Step 2002 | Step Reward: -0.0
Episode 1 | Step 2003 | Step Reward: -0.0
Episode 1 | Step 2004 | Step Reward: -0.0
Episode 1 | Step 2005 | Step Reward: -0.0
Episode 1 | Step 2006 | Step Reward: -0.0
Episode 1 | Step 2007 | Step Reward: -0.0
Episode 1 | Step 2008 | Step Reward: -0.0
Episode 1 | Step 2009 | Step Reward: -0.0
Episode 1 | Step 2010 | Step Reward: -0.0
Episode 1 | Step 2011 | Step Reward: -0.0
Episode 1 | Step 2012 | Step Reward: -0.0
Episode 1 | Step 2013 | Step Reward: -0.0
Episode 1 | Step 2014 | Step Reward: -0.0
Episode 1 | Step 2015 | Step Reward: -0.0
Episode 1 | Step 2016 | Step Reward: -0.0
Episode 1 | Step 2017 | Step Reward: -0.0
Episode 1 | Step 2018 | Step Reward: -0.0
Episode 1 | Step 2019 | Step Reward: -0.0
Episode 1 | Step 2020 | Step Reward: -0.0
Episode 1 | Step 2021 | Step Reward: -0.0
Episode 1 | Step 2022 | Step Reward: -0.0
Episode 1 | Step 2023 | Step Reward: -0.0
Episode 1 | Step 2024 | Step Reward: -0.0
Episode 1 | Step 2025 | Step Reward: -0.0
Episode 1 | Step 2026 | Step Reward: -0.0
Episode 1 | Step 2027 | Step Reward: -0.0
Episode 1 | Step 2028 | Step Reward: -0.0
Episode 1 | Step 2029 | Step Reward: -0.0
Episode 1 | Step 2030 | Step Reward: -0.0
Episode 1 | Step 2031 | Step Reward: -0.0
Episode 1 | Step 2032 | Step Reward: -0.0
Episode 1 | Step 2033 | Step Reward: -0.0
Episode 1 | Step 2034 | Step Reward: -0.0
Episode 1 | Step 2035 | Step Reward: -0.0
Episode 1 | Step 2036 | Step Reward: -0.0
Episode 1 | Step 2037 | Step Reward: -0.0
Episode 1 | Step 2038 | Step Reward: -0.0
Episode 1 | Step 2039 | Step Reward: -0.0
Episode 1 | Step 2040 | Step Reward: -0.0
Episode 1 | Step 2041 | Step Reward: -0.0
Episode 1 | Step 2042 | Step Reward: -0.0
Episode 1 | Step 2043 | Step Reward: -0.0
Episode 1 | Step 2044 | Step Reward: -0.0
Episode 1 | Step 2045 | Step Reward: -0.0
Episode 1 | Step 2046 | Step Reward: -0.0
Episode 1 | Step 2047 | Step Reward: -0.0
Episode 1 | Step 2048 | Step Reward: -0.0
Episode 1 | Step 2049 | Step Reward: -0.0
Episode 1 | Step 2050 | Step Reward: -0.0
Episode 1 | Step 2051 | Step Reward: -0.0
Episode 1 | Step 2052 | Step Reward: -0.0
Episode 1 | Step 2053 | Step Reward: -0.0
Episode 1 | Step 2054 | Step Reward: -0.0
Episode 1 | Step 2055 | Step Reward: -0.0
Episode 1 | Step 2056 | Step Reward: -0.0
Episode 1 | Step 2057 | Step Reward: -0.0
Episode 1 | Step 2058 | Step Reward: -0.0
Episode 1 | Step 2059 | Step Reward: -0.0
Episode 1 | Step 2060 | Step Reward: -0.0
Episode 1 | Step 2061 | Step Reward: -0.0
Episode 1 | Step 2062 | Step Reward: -0.0
Episode 1 | Step 2063 | Step Reward: -0.0
Episode 1 | Step 2064 | Step Reward: -0.0
Episode 1 | Step 2065 | Step Reward: -0.0
Episode 1 | Step 2066 | Step Reward: -0.0
Episode 1 | Step 2067 | Step Reward: -0.0
Episode 1 | Step 2068 | Step Reward: -0.0
Episode 1 | Step 2069 | Step Reward: -0.0
Episode 1 | Step 2070 | Step Reward: -0.0
Episode 1 | Step 2071 | Step Reward: -0.0
Episode 1 | Step 2072 | Step Reward: -0.0
Episode 1 | Step 2073 | Step Reward: -0.0
Episode 1 | Step 2074 | Step Reward: -0.0
Episode 1 | Step 2075 | Step Reward: -0.0
Episode 1 | Step 2076 | Step Reward: -0.0
Episode 1 | Step 2077 | Step Reward: -0.0
Episode 1 | Step 2078 | Step Reward: -0.0
Episode 1 | Step 2079 | Step Reward: -0.0
Episode 1 | Step 2080 | Step Reward: -0.0
Episode 1 | Step 2081 | Step Reward: -0.0
Episode 1 | Step 2082 | Step Reward: -0.0
Episode 1 | Step 2083 | Step Reward: -0.0
Episode 1 | Step 2084 | Step Reward: -0.0
Episode 1 | Step 2085 | Step Reward: -0.0
Episode 1 | Step 2086 | Step Reward: -0.0
Episode 1 | Step 2087 | Step Reward: -0.0
Episode 1 | Step 2088 | Step Reward: -0.0
Episode 1 | Step 2089 | Step Reward: -0.0
Episode 1 | Step 2090 | Step Reward: -0.0
Episode 1 | Step 2091 | Step Reward: -0.0
Episode 1 | Step 2092 | Step Reward: -0.0
Episode 1 | Step 2093 | Step Reward: -0.0
Episode 1 | Step 2094 | Step Reward: -0.0
Episode 1 | Step 2095 | Step Reward: -0.0
Episode 1 | Step 2096 | Step Reward: -0.0
Episode 1 | Step 2097 | Step Reward: -0.0
Episode 1 | Step 2098 | Step Reward: -0.0
Episode 1 | Step 2099 | Step Reward: -0.0
Episode 1 | Step 2100 | Step Reward: -0.0
Episode 1 | Step 2101 | Step Reward: -0.0
Episode 1 | Step 2102 | Step Reward: -0.0
Episode 1 | Step 2103 | Step Reward: -0.0
Episode 1 | Step 2104 | Step Reward: -0.0
Episode 1 | Step 2105 | Step Reward: -0.0
Episode 1 | Step 2106 | Step Reward: -0.0
Episode 1 | Step 2107 | Step Reward: -0.0
Episode 1 | Step 2108 | Step Reward: -0.0
Episode 1 | Step 2109 | Step Reward: -0.0
Episode 1 | Step 2110 | Step Reward: -0.0
Episode 1 | Step 2111 | Step Reward: -0.0
Episode 1 | Step 2112 | Step Reward: -0.0
Episode 1 | Step 2113 | Step Reward: -0.0
Episode 1 | Step 2114 | Step Reward: -0.0
Episode 1 | Step 2115 | Step Reward: -0.0
Episode 1 | Step 2116 | Step Reward: -0.0
Episode 1 | Step 2117 | Step Reward: -0.0
Episode 1 | Step 2118 | Step Reward: -0.0
Episode 1 | Step 2119 | Step Reward: -0.0
Episode 1 | Step 2120 | Step Reward: -0.0
Episode 1 | Step 2121 | Step Reward: -0.0
Episode 1 | Step 2122 | Step Reward: -0.0
Episode 1 | Step 2123 | Step Reward: -0.0
Episode 1 | Step 2124 | Step Reward: -0.0
Episode 1 | Step 2125 | Step Reward: -0.0
Episode 1 | Step 2126 | Step Reward: -0.0
Episode 1 | Step 2127 | Step Reward: -0.0
Episode 1 | Step 2128 | Step Reward: -0.0
Episode 1 | Step 2129 | Step Reward: -0.0
Episode 1 | Step 2130 | Step Reward: -0.0
Episode 1 | Step 2131 | Step Reward: -0.0
Episode 1 | Step 2132 | Step Reward: -0.0
Episode 1 | Step 2133 | Step Reward: -0.0
Episode 1 | Step 2134 | Step Reward: -0.0
Episode 1 | Step 2135 | Step Reward: -0.0
Episode 1 | Step 2136 | Step Reward: -0.0
Episode 1 | Step 2137 | Step Reward: -0.0
Episode 1 | Step 2138 | Step Reward: -0.0
Episode 1 | Step 2139 | Step Reward: -0.0
Episode 1 | Step 2140 | Step Reward: -0.0
Episode 1 | Step 2141 | Step Reward: -0.0
Episode 1 | Step 2142 | Step Reward: -0.0
Episode 1 | Step 2143 | Step Reward: -0.0
Episode 1 | Step 2144 | Step Reward: -0.0
Episode 1 | Step 2145 | Step Reward: -0.0
Episode 1 | Step 2146 | Step Reward: -0.0
Episode 1 | Step 2147 | Step Reward: -0.0
Episode 1 | Step 2148 | Step Reward: -0.0
Episode 1 | Step 2149 | Step Reward: -0.0
Episode 1 | Step 2150 | Step Reward: -0.0
Episode 1 | Step 2151 | Step Reward: -0.0
Episode 1 | Step 2152 | Step Reward: -0.0
Episode 1 | Step 2153 | Step Reward: -0.0
Episode 1 | Step 2154 | Step Reward: -0.0
Episode 1 | Step 2155 | Step Reward: -0.0
Episode 1 | Step 2156 | Step Reward: -0.0
Episode 1 | Step 2157 | Step Reward: -0.0
Episode 1 | Step 2158 | Step Reward: -0.0
Episode 1 | Step 2159 | Step Reward: -0.0
Episode 1 | Step 2160 | Step Reward: -0.0
Episode 1 | Step 2161 | Step Reward: -0.0
Episode 1 | Step 2162 | Step Reward: -0.0
Episode 1 | Step 2163 | Step Reward: -0.0
Episode 1 | Step 2164 | Step Reward: -0.0
Episode 1 | Step 2165 | Step Reward: -0.0
Episode 1 | Step 2166 | Step Reward: -0.0
Episode 1 | Step 2167 | Step Reward: -0.0
Episode 1 | Step 2168 | Step Reward: -0.0
Episode 1 | Step 2169 | Step Reward: -0.0
Episode 1 | Step 2170 | Step Reward: -0.0
Episode 1 | Step 2171 | Step Reward: -0.0
Episode 1 | Step 2172 | Step Reward: -0.0
Episode 1 | Step 2173 | Step Reward: -0.0
Episode 1 | Step 2174 | Step Reward: -0.0
Episode 1 | Step 2175 | Step Reward: -0.0
Episode 1 | Step 2176 | Step Reward: -0.0
Episode 1 | Step 2177 | Step Reward: -0.0
Episode 1 | Step 2178 | Step Reward: -0.0
Episode 1 | Step 2179 | Step Reward: -0.0
Episode 1 | Step 2180 | Step Reward: -0.0
Episode 1 | Step 2181 | Step Reward: -0.0
Episode 1 | Step 2182 | Step Reward: -0.0
Episode 1 | Step 2183 | Step Reward: -0.0
Episode 1 | Step 2184 | Step Reward: -0.0
Episode 1 | Step 2185 | Step Reward: -0.0
Episode 1 | Step 2186 | Step Reward: -0.0
Episode 1 | Step 2187 | Step Reward: -0.0
Episode 1 | Step 2188 | Step Reward: -0.0
Episode 1 | Step 2189 | Step Reward: -0.0
Episode 1 | Step 2190 | Step Reward: -0.0
Episode 1 | Step 2191 | Step Reward: -0.0
Episode 1 | Step 2192 | Step Reward: -0.0
Episode 1 | Step 2193 | Step Reward: -0.0
Episode 1 | Step 2194 | Step Reward: -0.0
