Training mode
Episode 2 | Step 2403 | Step Reward: -0.0
Episode 2 | Step 2404 | Step Reward: -0.0
Episode 2 | Step 2405 | Step Reward: -0.0
Episode 2 | Step 2406 | Step Reward: -0.0
Episode 2 | Step 2407 | Step Reward: -0.0
Episode 2 | Step 2408 | Step Reward: -0.0
Episode 2 | Step 2409 | Step Reward: -0.0
Episode 2 | Step 2410 | Step Reward: -0.0
Episode 2 | Step 2411 | Step Reward: -0.0
Episode 2 | Step 2412 | Step Reward: -0.0
Episode 2 | Step 2413 | Step Reward: -0.0
Episode 2 | Step 2414 | Step Reward: -0.0
Episode 2 | Step 2415 | Step Reward: -0.0
Episode 2 | Step 2416 | Step Reward: -0.0
Episode 2 | Step 2417 | Step Reward: -0.0
Episode 2 | Step 2418 | Step Reward: -0.0
Episode 2 | Step 2419 | Step Reward: -0.0
Episode 2 | Step 2420 | Step Reward: -0.0
Episode 2 | Step 2421 | Step Reward: -0.0
Episode 2 | Step 2422 | Step Reward: -0.0
Episode 2 | Step 2423 | Step Reward: -0.0
Episode 2 | Step 2424 | Step Reward: -0.0
Episode 2 | Step 2425 | Step Reward: -0.0
Episode 2 | Step 2426 | Step Reward: -0.0
Episode 2 | Step 2427 | Step Reward: -0.0
Episode 2 | Step 2428 | Step Reward: -0.0
Episode 2 | Step 2429 | Step Reward: -0.0
Episode 2 | Step 2430 | Step Reward: -0.0
Episode 2 | Step 2431 | Step Reward: -0.0
Episode 2 | Step 2432 | Step Reward: -0.0
Episode 2 | Step 2433 | Step Reward: -0.0
Episode 2 | Step 2434 | Step Reward: -0.0
Episode 2 | Step 2435 | Step Reward: -0.0
Episode 2 | Step 2436 | Step Reward: -0.0
Episode 2 | Step 2437 | Step Reward: -0.0
Episode 2 | Step 2438 | Step Reward: -0.0
Episode 2 | Step 2439 | Step Reward: -0.0
Episode 2 | Step 2440 | Step Reward: -0.0
Episode 2 | Step 2441 | Step Reward: -0.0
Episode 2 | Step 2442 | Step Reward: -0.0
Episode 2 | Step 2443 | Step Reward: -0.0
Episode 2 | Step 2444 | Step Reward: -0.0
Episode 2 | Step 2445 | Step Reward: -0.0
Episode 2 | Step 2446 | Step Reward: -0.0
Episode 2 | Step 2447 | Step Reward: -0.0
Episode 2 | Step 2448 | Step Reward: -0.0
Episode 2 | Step 2449 | Step Reward: -0.0
Episode 2 | Step 2450 | Step Reward: -0.0
Episode 2 | Step 2451 | Step Reward: -0.0
Episode 2 | Step 2452 | Step Reward: -0.0
Episode 2 | Step 2453 | Step Reward: -0.0
Episode 2 | Step 2454 | Step Reward: -0.0
Episode 2 | Step 2455 | Step Reward: -0.0
Episode 2 | Step 2456 | Step Reward: -0.0
Episode 2 | Step 2457 | Step Reward: -0.0
Episode 2 | Step 2458 | Step Reward: -0.0
Episode 2 | Step 2459 | Step Reward: -0.0
Episode 2 | Step 2460 | Step Reward: -0.0
Episode 2 | Step 2461 | Step Reward: -0.0
Episode 2 | Step 2462 | Step Reward: -0.0
Episode 2 | Step 2463 | Step Reward: -0.0
Episode 2 | Step 2464 | Step Reward: -0.0
Episode 2 | Step 2465 | Step Reward: -0.0
Episode 2 | Step 2466 | Step Reward: -0.0
Episode 2 | Step 2467 | Step Reward: -0.0
Episode 2 | Step 2468 | Step Reward: -0.0
Episode 2 | Step 2469 | Step Reward: -0.0
Episode 2 | Step 2470 | Step Reward: -0.0
Episode 2 | Step 2471 | Step Reward: -0.0
Episode 2 | Step 2472 | Step Reward: -0.0
Episode 2 | Step 2473 | Step Reward: -0.0
Episode 2 | Step 2474 | Step Reward: -0.0
Episode 2 | Step 2475 | Step Reward: -0.0
Episode 2 | Step 2476 | Step Reward: -0.0
Episode 2 | Step 2477 | Step Reward: -0.0
Episode 2 | Step 2478 | Step Reward: -0.0
Episode 2 | Step 2479 | Step Reward: -0.0
Episode 2 | Step 2480 | Step Reward: -0.0
Episode 2 | Step 2481 | Step Reward: -0.0
Episode 2 | Step 2482 | Step Reward: -0.0
Episode 2 | Step 2483 | Step Reward: -0.0
Episode 2 | Step 2484 | Step Reward: -0.0
Episode 2 | Step 2485 | Step Reward: -0.0
Episode 2 | Step 2486 | Step Reward: -0.0
Episode 2 | Step 2487 | Step Reward: -0.0
Episode 2 | Step 2488 | Step Reward: -0.0
Episode 2 | Step 2489 | Step Reward: -0.0
Episode 2 | Step 2490 | Step Reward: -0.0
Episode 2 | Step 2491 | Step Reward: -0.0
Episode 2 | Step 2492 | Step Reward: -0.0
Episode 2 | Step 2493 | Step Reward: -0.0
Episode 2 | Step 2494 | Step Reward: -0.0
Episode 2 | Step 2495 | Step Reward: -0.0
Episode 2 | Step 2496 | Step Reward: -0.0
Episode 2 | Step 2497 | Step Reward: -0.0
Episode 2 | Step 2498 | Step Reward: -0.0
Episode 2 | Step 2499 | Step Reward: -0.0
Episode 2 | Step 2500 | Step Reward: -0.0
Episode 2 | Step 2501 | Step Reward: -0.0
Episode 2 | Step 2502 | Step Reward: -0.0
Episode 2 | Step 2503 | Step Reward: -0.0
Episode 2 | Step 2504 | Step Reward: -0.0
Episode 2 | Step 2505 | Step Reward: -0.0
Episode 2 | Step 2506 | Step Reward: -0.0
Episode 2 | Step 2507 | Step Reward: -0.0
Episode 2 | Step 2508 | Step Reward: -0.0
Episode 2 | Step 2509 | Step Reward: -0.0
Episode 2 | Step 2510 | Step Reward: -0.0
Episode 2 | Step 2511 | Step Reward: -0.0
Episode 2 | Step 2512 | Step Reward: -0.0
Episode 2 | Step 2513 | Step Reward: -0.0
Episode 2 | Step 2514 | Step Reward: -0.0
Episode 2 | Step 2515 | Step Reward: -0.0
Episode 2 | Step 2516 | Step Reward: -0.0
Episode 2 | Step 2517 | Step Reward: -0.0
Episode 2 | Step 2518 | Step Reward: -0.0
Episode 2 | Step 2519 | Step Reward: -0.0
Episode 2 | Step 2520 | Step Reward: -0.0
Episode 2 | Step 2521 | Step Reward: -0.0
Episode 2 | Step 2522 | Step Reward: -0.0
Episode 2 | Step 2523 | Step Reward: -0.0
Episode 2 | Step 2524 | Step Reward: -0.0
Episode 2 | Step 2525 | Step Reward: -0.0
Episode 2 | Step 2526 | Step Reward: -0.0
Episode 2 | Step 2527 | Step Reward: -0.0
Episode 2 | Step 2528 | Step Reward: -0.0
Episode 2 | Step 2529 | Step Reward: -0.0
Episode 2 | Step 2530 | Step Reward: -0.0
Episode 2 | Step 2531 | Step Reward: -0.0
Episode 2 | Step 2532 | Step Reward: -0.0
Episode 2 | Step 2533 | Step Reward: -0.0
Episode 2 | Step 2534 | Step Reward: -0.0
Episode 2 | Step 2535 | Step Reward: -0.0
Episode 2 | Step 2536 | Step Reward: -0.0
Episode 2 | Step 2537 | Step Reward: -0.0
Episode 2 | Step 2538 | Step Reward: -0.0
Episode 2 | Step 2539 | Step Reward: -0.0
Episode 2 | Step 2540 | Step Reward: -0.0
Episode 2 | Step 2541 | Step Reward: -0.0
Episode 2 | Step 2542 | Step Reward: -0.0
Episode 2 | Step 2543 | Step Reward: -0.0
Episode 2 | Step 2544 | Step Reward: -0.0
Episode 2 | Step 2545 | Step Reward: -0.0
Episode 2 | Step 2546 | Step Reward: -0.0
Episode 2 | Step 2547 | Step Reward: -0.0
Episode 2 | Step 2548 | Step Reward: -0.0
Episode 2 | Step 2549 | Step Reward: -0.0
Episode 2 | Step 2550 | Step Reward: -0.0
Episode 2 | Step 2551 | Step Reward: -0.0
Episode 2 | Step 2552 | Step Reward: -0.0
Episode 2 | Step 2553 | Step Reward: -0.0
Episode 2 | Step 2554 | Step Reward: -0.0
Episode 2 | Step 2555 | Step Reward: -0.0
Episode 2 | Step 2556 | Step Reward: -0.0
Episode 2 | Step 2557 | Step Reward: -0.0
Episode 2 | Step 2558 | Step Reward: -0.0
Episode 2 | Step 2559 | Step Reward: -0.0
Episode 2 | Step 2560 | Step Reward: -0.0
Episode 2 | Step 2561 | Step Reward: -0.0
Episode 2 | Step 2562 | Step Reward: -0.0
Episode 2 | Step 2563 | Step Reward: -0.0
Episode 2 | Step 2564 | Step Reward: -0.0
Episode 2 | Step 2565 | Step Reward: -0.0
Episode 2 | Step 2566 | Step Reward: -0.0
Episode 2 | Step 2567 | Step Reward: -0.0
Episode 2 | Step 2568 | Step Reward: -0.0
Episode 2 | Step 2569 | Step Reward: -0.0
Episode 2 | Step 2570 | Step Reward: -0.0
Episode 2 | Step 2571 | Step Reward: -0.0
Episode 2 | Step 2572 | Step Reward: -0.0
Episode 2 | Step 2573 | Step Reward: -0.0
Episode 2 | Step 2574 | Step Reward: -0.0
Episode 2 | Step 2575 | Step Reward: -0.0
Episode 2 | Step 2576 | Step Reward: -0.0
Episode 2 | Step 2577 | Step Reward: -0.0
Episode 2 | Step 2578 | Step Reward: -0.0
Episode 2 | Step 2579 | Step Reward: -0.0
Episode 2 | Step 2580 | Step Reward: -0.0
Episode 2 | Step 2581 | Step Reward: -0.0
Episode 2 | Step 2582 | Step Reward: -0.0
Episode 2 | Step 2583 | Step Reward: -0.0
Episode 2 | Step 2584 | Step Reward: -0.0
Episode 2 | Step 2585 | Step Reward: -0.0
Episode 2 | Step 2586 | Step Reward: -0.0
Episode 2 | Step 2587 | Step Reward: -0.0
Episode 2 | Step 2588 | Step Reward: -0.0
Episode 2 | Step 2589 | Step Reward: -0.0
Episode 2 | Step 2590 | Step Reward: -0.0
Episode 2 | Step 2591 | Step Reward: -0.0
Episode 2 | Step 2592 | Step Reward: -0.0
Episode 2 | Step 2593 | Step Reward: -0.0
Episode 2 | Step 2594 | Step Reward: -0.0
Episode 2 | Step 2595 | Step Reward: -0.0
Episode 2 | Step 2596 | Step Reward: -0.0
Episode 2 | Step 2597 | Step Reward: -0.0
Episode 2 | Step 2598 | Step Reward: -0.0
Episode 2 | Step 2599 | Step Reward: -0.0
Episode 2 | Step 2600 | Step Reward: -0.0
Episode 2 | Step 2601 | Step Reward: -0.0
Episode 2 | Step 2602 | Step Reward: -0.0
Episode 2 | Step 2603 | Step Reward: -0.0
Episode 2 | Step 2604 | Step Reward: -0.0
Episode 2 | Step 2605 | Step Reward: -0.0
Episode 2 | Step 2606 | Step Reward: -0.0
Episode 2 | Step 2607 | Step Reward: -0.0
Episode 2 | Step 2608 | Step Reward: -0.0
Episode 2 | Step 2609 | Step Reward: -0.0
Episode 2 | Step 2610 | Step Reward: -0.0
Episode 2 | Step 2611 | Step Reward: -0.0
Episode 2 | Step 2612 | Step Reward: -0.0
Episode 2 | Step 2613 | Step Reward: -0.0
Episode 2 | Step 2614 | Step Reward: -0.0
Episode 2 | Step 2615 | Step Reward: -0.0
Episode 2 | Step 2616 | Step Reward: -0.0
Episode 2 | Step 2617 | Step Reward: -0.0
Episode 2 | Step 2618 | Step Reward: -0.0
Episode 2 | Step 2619 | Step Reward: -0.0
Episode 2 | Step 2620 | Step Reward: -0.0
Episode 2 | Step 2621 | Step Reward: -0.0
Episode 2 | Step 2622 | Step Reward: -0.0
Episode 2 | Step 2623 | Step Reward: -0.0
Episode 2 | Step 2624 | Step Reward: -0.0
Episode 2 | Step 2625 | Step Reward: -0.0
Episode 2 | Step 2626 | Step Reward: -0.0
Episode 2 | Step 2627 | Step Reward: -0.0
Episode 2 | Step 2628 | Step Reward: -0.0
Episode 2 | Step 2629 | Step Reward: -0.0
Episode 2 | Step 2630 | Step Reward: -0.0
Episode 2 | Step 2631 | Step Reward: -0.0
Episode 2 | Step 2632 | Step Reward: -0.0
Episode 2 | Step 2633 | Step Reward: -0.0
Episode 2 | Step 2634 | Step Reward: -0.0
Episode 2 | Step 2635 | Step Reward: -0.0
Episode 2 | Step 2636 | Step Reward: -0.0
Episode 2 | Step 2637 | Step Reward: -0.0
Episode 2 | Step 2638 | Step Reward: -0.0
Episode 2 | Step 2639 | Step Reward: -0.0
Episode 2 | Step 2640 | Step Reward: -0.0
Episode 2 | Step 2641 | Step Reward: -0.0
Episode 2 | Step 2642 | Step Reward: -0.0
Episode 2 | Step 2643 | Step Reward: -0.0
Episode 2 | Step 2644 | Step Reward: -0.0
Episode 2 | Step 2645 | Step Reward: -0.0
Episode 2 | Step 2646 | Step Reward: -0.0
Episode 2 | Step 2647 | Step Reward: -0.0
Episode 2 | Step 2648 | Step Reward: -0.0
Episode 2 | Step 2649 | Step Reward: -0.0
Episode 2 | Step 2650 | Step Reward: -0.0
Episode 2 | Step 2651 | Step Reward: -0.0
Episode 2 | Step 2652 | Step Reward: -0.0
Episode 2 | Step 2653 | Step Reward: -0.0
Episode 2 | Step 2654 | Step Reward: -0.0
Episode 2 | Step 2655 | Step Reward: -0.0
Episode 2 | Step 2656 | Step Reward: -0.0
Episode 2 | Step 2657 | Step Reward: -0.0
Episode 2 | Step 2658 | Step Reward: -0.0
Episode 2 | Step 2659 | Step Reward: -0.0
Episode 2 | Step 2660 | Step Reward: -0.0
Episode 2 | Step 2661 | Step Reward: -0.0
Episode 2 | Step 2662 | Step Reward: -0.0
Episode 2 | Step 2663 | Step Reward: -0.0
Episode 2 | Step 2664 | Step Reward: -0.0
Episode 2 | Step 2665 | Step Reward: -0.0
Episode 2 | Step 2666 | Step Reward: -0.0
Episode 2 | Step 2667 | Step Reward: -0.0
Episode 2 | Step 2668 | Step Reward: -0.0
Episode 2 | Step 2669 | Step Reward: -0.0
Episode 2 | Step 2670 | Step Reward: -0.0
Episode 2 | Step 2671 | Step Reward: -0.0
Episode 2 | Step 2672 | Step Reward: -0.0
Episode 2 | Step 2673 | Step Reward: -0.0
Episode 2 | Step 2674 | Step Reward: -0.0
Episode 2 | Step 2675 | Step Reward: -0.0
Episode 2 | Step 2676 | Step Reward: -0.0
Episode 2 | Step 2677 | Step Reward: -0.0
Episode 2 | Step 2678 | Step Reward: -0.0
Episode 2 | Step 2679 | Step Reward: -0.0
Episode 2 | Step 2680 | Step Reward: -0.0
Episode 2 | Step 2681 | Step Reward: -0.0
Episode 2 | Step 2682 | Step Reward: -0.0
Episode 2 | Step 2683 | Step Reward: -0.0
Episode 2 | Step 2684 | Step Reward: -0.0
Episode 2 | Step 2685 | Step Reward: -0.0
Episode 2 | Step 2686 | Step Reward: -0.0
Episode 2 | Step 2687 | Step Reward: -0.0
Episode 2 | Step 2688 | Step Reward: -0.0
Episode 2 | Step 2689 | Step Reward: -0.0
Episode 2 | Step 2690 | Step Reward: -0.0
Episode 2 | Step 2691 | Step Reward: -0.0
Episode 2 | Step 2692 | Step Reward: -0.0
Episode 2 | Step 2693 | Step Reward: -0.0
Episode 2 | Step 2694 | Step Reward: -0.0
Episode 2 | Step 2695 | Step Reward: -0.0
Episode 2 | Step 2696 | Step Reward: -0.0
Episode 2 | Step 2697 | Step Reward: -0.0
Episode 2 | Step 2698 | Step Reward: -0.0
Episode 2 | Step 2699 | Step Reward: -0.0
Episode 2 | Step 2700 | Step Reward: -0.0
Episode 2 | Step 2701 | Step Reward: -0.0
Episode 2 | Step 2702 | Step Reward: -0.0
Episode 2 | Step 2703 | Step Reward: -0.0
Episode 2 | Step 2704 | Step Reward: -0.0
Episode 2 | Step 2705 | Step Reward: -0.0
Episode 2 | Step 2706 | Step Reward: -0.0
Episode 2 | Step 2707 | Step Reward: -0.0
Episode 2 | Step 2708 | Step Reward: -0.0
Episode 2 | Step 2709 | Step Reward: -0.0
Episode 2 | Step 2710 | Step Reward: -0.0
Episode 2 | Step 2711 | Step Reward: -0.0
Episode 2 | Step 2712 | Step Reward: -0.0
Episode 2 | Step 2713 | Step Reward: -0.0
Episode 2 | Step 2714 | Step Reward: -0.0
Episode 2 | Step 2715 | Step Reward: -0.0
Episode 2 | Step 2716 | Step Reward: -0.0
Episode 2 | Step 2717 | Step Reward: -0.0
Episode 2 | Step 2718 | Step Reward: -0.0
Episode 2 | Step 2719 | Step Reward: -0.0
Episode 2 | Step 2720 | Step Reward: -0.0
Episode 2 | Step 2721 | Step Reward: -0.0
Episode 2 | Step 2722 | Step Reward: -0.0
Episode 2 | Step 2723 | Step Reward: -0.0
Episode 2 | Step 2724 | Step Reward: -0.0
Episode 2 | Step 2725 | Step Reward: -0.0
Episode 2 | Step 2726 | Step Reward: -0.0
Episode 2 | Step 2727 | Step Reward: -0.0
Episode 2 | Step 2728 | Step Reward: -0.0
Episode 2 | Step 2729 | Step Reward: -0.0
Episode 2 | Step 2730 | Step Reward: -0.0
Episode 2 | Step 2731 | Step Reward: -0.0
Episode 2 | Step 2732 | Step Reward: -0.0
Episode 2 | Step 2733 | Step Reward: -0.0
Episode 2 | Step 2734 | Step Reward: -0.0
Episode 2 | Step 2735 | Step Reward: -0.0
Episode 2 | Step 2736 | Step Reward: -0.0
Episode 2 | Step 2737 | Step Reward: -0.0
Episode 2 | Step 2738 | Step Reward: -0.0
Episode 2 | Step 2739 | Step Reward: -0.0
Episode 2 | Step 2740 | Step Reward: -0.0
Episode 2 | Step 2741 | Step Reward: -0.0
Episode 2 | Step 2742 | Step Reward: -0.0
Episode 2 | Step 2743 | Step Reward: -0.0
Episode 2 | Step 2744 | Step Reward: -0.0
Episode 2 | Step 2745 | Step Reward: -0.0
Episode 2 | Step 2746 | Step Reward: -0.0
Episode 2 | Step 2747 | Step Reward: -0.0
Episode 2 | Step 2748 | Step Reward: -0.0
Episode 2 | Step 2749 | Step Reward: -0.0
Episode 2 | Step 2750 | Step Reward: -0.0
Episode 2 | Step 2751 | Step Reward: -0.0
Episode 2 | Step 2752 | Step Reward: -0.0
Episode 2 | Step 2753 | Step Reward: -0.0
Episode 2 | Step 2754 | Step Reward: -0.0
Episode 2 | Step 2755 | Step Reward: -0.0
Episode 2 | Step 2756 | Step Reward: -0.0
Episode 2 | Step 2757 | Step Reward: -0.0
Episode 2 | Step 2758 | Step Reward: -0.0
Episode 2 | Step 2759 | Step Reward: -0.0
Episode 2 | Step 2760 | Step Reward: -0.0
Episode 2 | Step 2761 | Step Reward: -0.0
Episode 2 | Step 2762 | Step Reward: -0.0
Episode 2 | Step 2763 | Step Reward: -0.0
Episode 2 | Step 2764 | Step Reward: -0.0
Episode 2 | Step 2765 | Step Reward: -0.0
Episode 2 | Step 2766 | Step Reward: -0.0
Episode 2 | Step 2767 | Step Reward: -0.0
Episode 2 | Step 2768 | Step Reward: -0.0
Episode 2 | Step 2769 | Step Reward: -0.0
Episode 2 | Step 2770 | Step Reward: -0.0
Episode 2 | Step 2771 | Step Reward: -0.0
Episode 2 | Step 2772 | Step Reward: -0.0
Episode 2 | Step 2773 | Step Reward: -0.0
Episode 2 | Step 2774 | Step Reward: -0.0
Episode 2 | Step 2775 | Step Reward: -0.0
Episode 2 | Step 2776 | Step Reward: -0.0
Episode 2 | Step 2777 | Step Reward: -0.0
Episode 2 | Step 2778 | Step Reward: -0.0
Episode 2 | Step 2779 | Step Reward: -0.0
Episode 2 | Step 2780 | Step Reward: -0.0
Episode 2 | Step 2781 | Step Reward: -0.0
Episode 2 | Step 2782 | Step Reward: -0.0
Episode 2 | Step 2783 | Step Reward: -0.0
Episode 2 | Step 2784 | Step Reward: -0.0
Episode 2 | Step 2785 | Step Reward: -0.0
Episode 2 | Step 2786 | Step Reward: -0.0
Episode 2 | Step 2787 | Step Reward: -0.0
Episode 2 | Step 2788 | Step Reward: -0.0
Episode 2 | Step 2789 | Step Reward: -0.0
Episode 2 | Step 2790 | Step Reward: -0.0
Episode 2 | Step 2791 | Step Reward: -0.0
Episode 2 | Step 2792 | Step Reward: -0.0
Episode 2 | Step 2793 | Step Reward: -0.0
Episode 2 | Step 2794 | Step Reward: -0.0
Episode 2 | Step 2795 | Step Reward: -0.0
Episode 2 | Step 2796 | Step Reward: -0.0
Episode 2 | Step 2797 | Step Reward: -0.0
Episode 2 | Step 2798 | Step Reward: -0.0
Episode 2 | Step 2799 | Step Reward: -0.0
Episode 2 | Step 2800 | Step Reward: -0.0
Episode 2 | Step 2801 | Step Reward: -0.0
Episode 2 | Step 2802 | Step Reward: -0.0
Episode 2 | Step 2803 | Step Reward: -0.0
Episode 2 | Step 2804 | Step Reward: -0.0
Episode 2 | Step 2805 | Step Reward: -0.0
Episode 2 | Step 2806 | Step Reward: -0.0
Episode 2 | Step 2807 | Step Reward: -0.0
Episode 2 | Step 2808 | Step Reward: -0.0
Episode 2 | Step 2809 | Step Reward: -0.0
Episode 2 | Step 2810 | Step Reward: -0.0
Episode 2 | Step 2811 | Step Reward: -0.0
Episode 2 | Step 2812 | Step Reward: -0.0
Episode 2 | Step 2813 | Step Reward: -0.0
Episode 2 | Step 2814 | Step Reward: -0.0
Episode 2 | Step 2815 | Step Reward: -0.0
Episode 2 | Step 2816 | Step Reward: -0.0
Episode 2 | Step 2817 | Step Reward: -0.0
Episode 2 | Step 2818 | Step Reward: -0.0
Episode 2 | Step 2819 | Step Reward: -0.0
Episode 2 | Step 2820 | Step Reward: -0.0
Episode 2 | Step 2821 | Step Reward: -0.0
Episode 2 | Step 2822 | Step Reward: -0.0
Episode 2 | Step 2823 | Step Reward: -0.0
Episode 2 | Step 2824 | Step Reward: -0.0
Episode 2 | Step 2825 | Step Reward: -0.0
Episode 2 | Step 2826 | Step Reward: -0.0
Episode 2 | Step 2827 | Step Reward: -0.0
Episode 2 | Step 2828 | Step Reward: -0.0
Episode 2 | Step 2829 | Step Reward: -0.0
Episode 2 | Step 2830 | Step Reward: -0.0
Episode 2 | Step 2831 | Step Reward: -0.0
Episode 2 | Step 2832 | Step Reward: -0.0
Episode 2 | Step 2833 | Step Reward: -0.0
Episode 2 | Step 2834 | Step Reward: -0.0
Episode 2 | Step 2835 | Step Reward: -0.0
Episode 2 | Step 2836 | Step Reward: -0.0
Episode 2 | Step 2837 | Step Reward: -0.0
Episode 2 | Step 2838 | Step Reward: -0.0
Episode 2 | Step 2839 | Step Reward: -0.0
Episode 2 | Step 2840 | Step Reward: -0.0
Episode 2 | Step 2841 | Step Reward: -0.0
Episode 2 | Step 2842 | Step Reward: -0.0
Episode 2 | Step 2843 | Step Reward: -0.0
Episode 2 | Step 2844 | Step Reward: -0.0
Episode 2 | Step 2845 | Step Reward: -0.0
Episode 2 | Step 2846 | Step Reward: -0.0
Episode 2 | Step 2847 | Step Reward: -0.0
Episode 2 | Step 2848 | Step Reward: -0.0
Episode 2 | Step 2849 | Step Reward: -0.0
Episode 2 | Step 2850 | Step Reward: -0.0
Episode 2 | Step 2851 | Step Reward: -0.0
Episode 2 | Step 2852 | Step Reward: -0.0
Episode 2 | Step 2853 | Step Reward: -0.0
Episode 2 | Step 2854 | Step Reward: -0.0
Episode 2 | Step 2855 | Step Reward: -0.0
Episode 2 | Step 2856 | Step Reward: -0.0
Episode 2 | Step 2857 | Step Reward: -0.0
Episode 2 | Step 2858 | Step Reward: -0.0
Episode 2 | Step 2859 | Step Reward: -0.0
Episode 2 | Step 2860 | Step Reward: -0.0
Episode 2 | Step 2861 | Step Reward: -0.0
Episode 2 | Step 2862 | Step Reward: -0.0
Episode 2 | Step 2863 | Step Reward: -0.0
Episode 2 | Step 2864 | Step Reward: -0.0
Episode 2 | Step 2865 | Step Reward: -0.0
Episode 2 | Step 2866 | Step Reward: -0.0
Episode 2 | Step 2867 | Step Reward: -0.0
Episode 2 | Step 2868 | Step Reward: -0.0
Episode 2 | Step 2869 | Step Reward: -0.0
Episode 2 | Step 2870 | Step Reward: -0.0
Episode 2 | Step 2871 | Step Reward: -0.0
Episode 2 | Step 2872 | Step Reward: -0.0
Episode 2 | Step 2873 | Step Reward: -0.0
Episode 2 | Step 2874 | Step Reward: -0.0
Episode 2 | Step 2875 | Step Reward: -0.0
Episode 2 | Step 2876 | Step Reward: -0.0
Episode 2 | Step 2877 | Step Reward: -0.0
Episode 2 | Step 2878 | Step Reward: -0.0
Episode 2 | Step 2879 | Step Reward: -0.0
Episode 2 | Step 2880 | Step Reward: -0.0
Episode 2 | Step 2881 | Step Reward: -0.0
Episode 2 | Step 2882 | Step Reward: -0.0
Episode 2 | Step 2883 | Step Reward: -0.0
Episode 2 | Step 2884 | Step Reward: -0.0
Episode 2 | Step 2885 | Step Reward: -0.0
Episode 2 | Step 2886 | Step Reward: -0.0
Episode 2 | Step 2887 | Step Reward: -0.0
Episode 2 | Step 2888 | Step Reward: -0.0
Episode 2 | Step 2889 | Step Reward: -0.0
Episode 2 | Step 2890 | Step Reward: -0.0
Episode 2 | Step 2891 | Step Reward: -0.0
Episode 2 | Step 2892 | Step Reward: -0.0
Episode 2 | Step 2893 | Step Reward: -0.0
Episode 2 | Step 2894 | Step Reward: -0.0
Episode 2 | Step 2895 | Step Reward: -0.0
Episode 2 | Step 2896 | Step Reward: -0.0
Episode 2 | Step 2897 | Step Reward: -0.0
Episode 2 | Step 2898 | Step Reward: -0.0
Episode 2 | Step 2899 | Step Reward: -0.0
Episode 2 | Step 2900 | Step Reward: -0.0
Episode 2 | Step 2901 | Step Reward: -0.0
Episode 2 | Step 2902 | Step Reward: -0.0
Episode 2 | Step 2903 | Step Reward: -0.0
Episode 2 | Step 2904 | Step Reward: -0.0
Episode 2 | Step 2905 | Step Reward: -0.0
Episode 2 | Step 2906 | Step Reward: -0.0
Episode 2 | Step 2907 | Step Reward: -0.0
Episode 2 | Step 2908 | Step Reward: -0.0
Episode 2 | Step 2909 | Step Reward: -0.0
Episode 2 | Step 2910 | Step Reward: -0.0
Episode 2 | Step 2911 | Step Reward: -0.0
Episode 2 | Step 2912 | Step Reward: -0.0
Episode 2 | Step 2913 | Step Reward: -0.0
Episode 2 | Step 2914 | Step Reward: -0.0
Episode 2 | Step 2915 | Step Reward: -0.0
Episode 2 | Step 2916 | Step Reward: -0.0
Episode 2 | Step 2917 | Step Reward: -0.0
Episode 2 | Step 2918 | Step Reward: -0.0
Episode 2 | Step 2919 | Step Reward: -0.0
Episode 2 | Step 2920 | Step Reward: -0.0
Episode 2 | Step 2921 | Step Reward: -0.0
Episode 2 | Step 2922 | Step Reward: -0.0
Episode 2 | Step 2923 | Step Reward: -0.0
Episode 2 | Step 2924 | Step Reward: -0.0
Episode 2 | Step 2925 | Step Reward: -0.0
Episode 2 | Step 2926 | Step Reward: -0.0
Episode 2 | Step 2927 | Step Reward: -0.0
Episode 2 | Step 2928 | Step Reward: -0.0
Episode 2 | Step 2929 | Step Reward: -0.0
Episode 2 | Step 2930 | Step Reward: -0.0
Episode 2 | Step 2931 | Step Reward: -0.0
Episode 2 | Step 2932 | Step Reward: -0.0
Episode 2 | Step 2933 | Step Reward: -0.0
Episode 2 | Step 2934 | Step Reward: -0.0
Episode 2 | Step 2935 | Step Reward: -0.0
Episode 2 | Step 2936 | Step Reward: -0.0
Episode 2 | Step 2937 | Step Reward: -0.0
Episode 2 | Step 2938 | Step Reward: -0.0
Episode 2 | Step 2939 | Step Reward: -0.0
Episode 2 | Step 2940 | Step Reward: -0.0
Episode 2 | Step 2941 | Step Reward: -0.0
Episode 2 | Step 2942 | Step Reward: -0.0
Episode 2 | Step 2943 | Step Reward: -0.0
Episode 2 | Step 2944 | Step Reward: -0.0
Episode 2 | Step 2945 | Step Reward: -0.0
Episode 2 | Step 2946 | Step Reward: -0.0
Episode 2 | Step 2947 | Step Reward: -0.0
Episode 2 | Step 2948 | Step Reward: -0.0
Episode 2 | Step 2949 | Step Reward: -0.0
Episode 2 | Step 2950 | Step Reward: -0.0
Episode 2 | Step 2951 | Step Reward: -0.0
Episode 2 | Step 2952 | Step Reward: -0.0
Episode 2 | Step 2953 | Step Reward: -0.0
Episode 2 | Step 2954 | Step Reward: -0.0
Episode 2 | Step 2955 | Step Reward: -0.0
Episode 2 | Step 2956 | Step Reward: -0.0
Episode 2 | Step 2957 | Step Reward: -0.0
Episode 2 | Step 2958 | Step Reward: -0.0
Episode 2 | Step 2959 | Step Reward: -0.0
Episode 2 | Step 2960 | Step Reward: -0.0
Episode 2 | Step 2961 | Step Reward: -0.0
